price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_basement,yr_built,lat,long
375000.0,4,1.5,1770,6650,1.0,3,7,0,1958,47.6011,-122.124
437500.0,3,2.25,1790,7700,1.0,4,7,450,1976,47.7205,-122.168
415000.0,3,1.0,2020,19210,1.0,3,6,260,1949,47.7552,-122.229
371000.0,3,2.5,2150,8361,2.0,3,8,0,1991,47.4627,-122.129
345000.0,3,1.75,3140,8571,1.0,4,8,1470,1985,47.3074,-122.337
455000.0,4,1.75,1790,45738,1.0,3,8,380,1976,47.7453,-122.129
279000.0,3,1.75,1430,39160,1.0,3,7,530,1925,47.5513,-121.801
428000.0,4,2.0,1300,7200,1.0,3,7,0,1958,47.6169,-122.294
762000.0,4,2.0,2130,5500,1.5,5,7,0,1939,47.6807,-122.199
950000.0,3,3.0,4040,14338,2.0,3,10,1010,1986,47.7268,-122.06
630000.0,4,2.5,2240,4025,1.0,3,7,990,1926,47.6818,-122.311
560000.0,4,1.75,1740,8800,1.0,4,8,0,1965,47.6232,-122.142
495000.0,3,1.0,1570,5510,1.0,4,7,500,1940,47.6942,-122.319
275000.0,3,1.75,1290,9760,1.0,3,7,0,1979,47.4265,-122.148
320000.0,4,1.75,1820,7381,1.0,5,7,670,1962,47.4567,-122.171
645000.0,3,2.0,2130,4000,2.0,3,7,0,1908,47.6741,-122.323
1300000.0,4,1.75,2610,21600,1.0,4,8,0,1966,47.6245,-122.227
512000.0,4,2.5,2550,17209,2.0,3,9,0,1996,47.4836,-122.136
475000.0,3,2.5,1640,5097,2.0,3,7,0,1969,47.7522,-122.278
2225000.0,3,3.0,3450,16740,1.0,4,9,1490,1949,47.7067,-122.38
350000.0,3,2.5,2100,3574,2.0,3,7,410,2005,47.7453,-121.984
580000.0,4,2.5,2110,11680,1.0,4,7,690,1977,47.6964,-122.118
455500.0,3,2.0,1460,10311,1.0,4,7,0,1975,47.6771,-122.156
288000.0,0,1.5,1430,1650,3.0,3,7,0,1999,47.7222,-122.29
635000.0,3,3.0,2230,1407,2.5,3,8,380,2014,47.5446,-122.017
450000.0,2,1.5,1450,2550,1.0,3,7,630,1984,47.6911,-122.348
106000.0,1,1.0,560,5700,1.0,3,5,0,1947,47.511,-122.359
725000.0,3,2.5,3410,41022,2.0,3,11,0,1990,47.3228,-122.08
316475.0,4,2.5,1740,4642,2.0,3,7,0,2012,47.3686,-122.117
257500.0,4,2.0,2060,6400,1.0,3,7,890,1977,47.2924,-122.197
326100.0,2,1.0,880,7683,1.0,3,6,0,1942,47.7145,-122.361
578000.0,3,1.75,2120,10875,1.0,3,8,580,1977,47.504,-122.382
448175.0,2,2.0,1370,1339,2.0,4,8,220,2006,47.6021,-122.295
759000.0,5,2.75,3490,8230,2.0,3,10,0,2005,47.5825,-121.97
327500.0,3,2.25,2310,7200,2.0,3,8,0,1990,47.4051,-122.193
410000.0,4,2.0,1580,9581,1.0,3,7,0,1953,47.692,-122.165
365000.0,3,2.5,2200,4052,2.0,3,8,0,2005,47.4362,-122.178
381000.0,5,2.75,3060,6895,2.0,3,8,0,2003,47.3809,-122.098
640000.0,3,2.5,2420,8244,2.0,3,10,0,1988,47.5595,-122.019
270000.0,3,2.25,2080,26574,1.0,3,7,700,1993,47.2846,-122.192
740000.0,4,2.0,2800,8540,1.0,4,8,1070,1977,47.6869,-122.126
908800.0,3,3.0,3420,7826,2.0,4,8,990,1939,47.5873,-122.29
535000.0,3,2.5,2280,2289,2.0,3,8,400,2006,47.5375,-122.073
285000.0,4,2.25,1960,10400,1.0,4,8,740,1985,47.3199,-122.392
625000.0,3,2.5,2000,6341,1.0,5,8,960,1981,47.5639,-122.401
754300.0,5,2.75,1800,4500,2.0,4,7,120,1939,47.6648,-122.358
530000.0,2,2.5,1900,2983,2.0,3,8,0,2006,47.7029,-122.015
272000.0,4,2.25,1800,9018,2.0,3,7,0,1992,47.2126,-121.984
234000.0,3,1.5,1200,11935,1.0,4,7,0,1968,47.3434,-122.082
895000.0,4,3.0,3240,5562,2.0,3,10,0,2013,47.5919,-121.975
174000.0,2,1.0,600,4854,1.0,5,6,0,1922,47.4927,-122.28
1225000.0,6,2.25,2930,4320,2.0,3,9,800,1913,47.6295,-122.306
409950.0,2,1.0,990,3000,1.0,4,6,0,1918,47.6839,-122.345
225000.0,3,1.0,1250,10200,1.0,3,6,0,1965,47.4902,-122.256
589900.0,4,4.5,3870,35889,2.0,3,10,1340,2001,47.4677,-122.01
200000.0,1,1.5,1010,1157,2.0,3,8,60,2007,47.5492,-122.372
463000.0,3,2.5,2190,17108,2.0,3,8,0,1991,47.7321,-121.964
520000.0,2,1.0,1360,22508,1.0,3,7,0,1932,47.7101,-122.226
440000.0,4,2.5,2880,8061,2.0,3,9,0,1988,47.439,-122.152
325000.0,3,2.5,1570,3143,2.0,3,7,0,2001,47.7364,-121.969
321000.0,4,1.0,1300,18836,1.0,4,7,0,1941,47.5029,-122.188
2630000.0,6,4.75,5540,7200,2.5,4,11,1590,1909,47.6361,-122.366
442500.0,4,2.25,2490,8700,1.0,3,7,600,1976,47.7397,-122.324
1000000.0,4,1.5,2100,4560,1.5,4,8,0,1912,47.6497,-122.336
483500.0,4,2.5,2740,45732,2.0,3,8,0,1995,47.74,-122.048
313500.0,3,2.25,1440,3488,2.0,4,7,0,1983,47.7257,-122.162
673000.0,4,2.5,2990,10400,2.0,3,9,0,2002,47.4508,-122.359
370000.0,2,1.0,750,2020,1.0,3,7,0,1908,47.6175,-122.301
140000.0,3,1.0,1000,10560,1.0,3,7,0,1955,47.3217,-122.317
405000.0,3,2.0,1060,651,3.0,3,7,0,2007,47.6828,-122.345
387500.0,6,2.0,2400,7684,1.0,3,6,1200,1932,47.7705,-122.269
445000.0,3,1.75,1850,7056,2.5,4,8,0,1979,47.6602,-122.13
600000.0,5,4.5,4440,9784,2.0,3,10,0,2012,47.4702,-122.275
600000.0,3,1.75,2300,12682,1.0,3,8,0,1955,47.7588,-122.27
746000.0,4,2.75,2110,8190,1.5,5,8,0,1966,47.6269,-122.1
287000.0,4,2.25,1980,7081,1.0,3,7,510,1977,47.3669,-122.288
326000.0,3,1.0,1030,9834,1.0,3,7,0,1969,47.7676,-122.164
940000.0,4,2.25,1890,5940,1.0,3,9,420,1963,47.6316,-122.303
357000.0,4,2.75,2700,49428,1.0,4,9,0,1988,47.3168,-122.079
490000.0,3,2.0,2220,10275,2.0,3,9,580,1980,47.5304,-122.055
415000.0,1,2.0,3000,204732,2.5,3,8,0,1979,47.6331,-121.945
860000.0,4,2.75,3160,8097,2.0,3,9,0,2014,47.6709,-122.166
250000.0,3,1.0,1130,7800,1.0,3,7,0,1952,47.5239,-122.288
1242000.0,4,3.5,4700,10183,1.0,3,11,2040,2002,47.6728,-122.189
314000.0,3,2.75,1900,8200,2.0,4,7,0,1984,47.402,-122.183
3400000.0,4,4.0,4260,11765,2.0,3,11,980,1939,47.638,-122.288
272950.0,3,2.25,1570,9096,1.0,4,7,390,1991,47.1937,-121.99
479000.0,3,2.5,1260,889,3.0,3,8,0,2008,47.6277,-122.345
865000.0,4,2.5,2520,4950,2.0,3,8,0,1906,47.6814,-122.359
325000.0,4,2.5,2160,6825,2.0,3,8,0,1994,47.4111,-122.2
1815000.0,5,3.0,3880,13000,2.0,3,10,0,1972,47.5467,-122.234
259000.0,3,1.0,1320,8625,1.0,4,7,0,1957,47.4902,-122.179
229950.0,5,2.75,2000,5885,1.0,3,7,740,1994,47.3155,-122.347
412000.0,3,2.5,2210,7000,2.0,4,8,0,1985,47.4377,-122.132
760000.0,3,2.0,1810,4500,1.0,4,7,830,1906,47.681,-122.359
410500.0,3,1.0,1150,6800,1.0,3,7,0,1954,47.727,-122.339
940000.0,3,1.5,2140,3600,2.0,3,9,240,1925,47.6337,-122.365
410000.0,4,2.25,2510,4090,2.0,3,8,670,2012,47.7345,-121.967
807100.0,4,2.5,2680,4499,2.0,3,9,0,1999,47.565,-122.125
570000.0,4,1.75,2340,5080,1.0,5,7,1170,1924,47.6746,-122.32
320000.0,4,2.25,2190,9020,2.0,3,8,0,1978,47.3742,-122.284
649000.0,2,1.75,2260,280962,2.0,3,9,370,2005,47.6359,-121.94
568000.0,4,1.75,2110,265716,1.0,4,8,0,1979,47.657,-122.026
193000.0,2,1.0,680,8640,1.0,4,5,0,1951,47.4559,-122.289
424950.0,5,3.5,2760,3865,2.5,3,8,0,2013,47.5049,-122.17
494000.0,2,1.0,1290,4650,1.0,4,7,0,1906,47.6877,-122.325
699800.0,2,2.5,2380,6600,1.0,3,8,0,2010,47.717,-122.02
530000.0,3,1.0,1500,5750,1.5,4,7,450,1927,47.5677,-122.376
180000.0,2,1.0,800,9450,1.0,3,6,0,1958,47.4563,-122.184
1339000.0,4,2.5,4250,19387,2.0,4,9,990,1972,47.5578,-122.212
526000.0,4,2.25,2970,54450,2.0,3,8,0,1983,47.4338,-122.146
450000.0,3,2.0,1680,11250,1.0,4,8,0,1967,47.4861,-121.786
535000.0,4,3.25,2840,4000,2.0,3,9,510,2014,47.5529,-122.293
412500.0,3,2.0,1680,5246,1.0,3,7,0,2007,47.5206,-121.868
3000000.0,4,3.75,5090,14823,1.0,3,11,910,2013,47.62,-122.207
278500.0,4,2.5,1940,6206,2.0,3,7,0,1990,47.3063,-122.359
269000.0,4,1.0,1610,8401,1.0,3,7,0,1958,47.5104,-122.165
248000.0,4,2.5,1770,5855,2.0,3,7,0,2003,47.3483,-122.053
865000.0,4,3.25,3400,99170,1.0,4,8,1400,1980,47.7293,-122.099
260000.0,2,1.0,690,6000,1.0,3,6,0,1949,47.5621,-122.283
985000.0,3,3.5,2600,11920,2.0,5,8,0,1969,47.582,-122.194
355000.0,3,3.0,1850,9600,1.0,3,7,620,1981,47.7717,-122.25
437000.0,3,2.25,1130,1221,2.0,3,8,100,2004,47.6799,-122.375
830005.0,4,3.75,3610,7904,3.0,3,11,320,1994,47.6992,-122.385
257000.0,4,1.5,1400,8500,2.0,3,7,0,1975,47.3314,-122.275
485000.0,3,2.5,2870,5490,2.0,3,9,0,2008,47.4471,-122.207
809000.0,3,2.5,2590,7720,2.0,3,9,0,1988,47.659,-122.146
707900.0,3,1.0,1750,5355,2.0,4,7,0,1929,47.6792,-122.31
325000.0,5,2.75,2400,7904,1.0,3,7,950,1992,47.4683,-122.263
775000.0,4,1.75,2320,5595,1.0,3,7,810,1956,47.6397,-122.388
366000.0,3,2.5,1790,4065,2.0,3,8,0,2009,47.7344,-121.965
460000.0,3,1.75,1400,2003,1.0,4,8,700,1908,47.6508,-122.368
346500.0,5,2.5,2020,8250,1.0,4,8,590,1978,47.4432,-122.135
325000.0,3,1.0,990,6750,1.0,4,6,0,1947,47.7125,-122.331
360000.0,3,1.75,1330,7482,1.0,4,7,0,1975,47.7322,-122.207
632000.0,5,3.0,3520,36558,2.0,4,8,1420,1985,47.4658,-122.007
655000.0,4,2.5,3110,24466,2.0,3,9,0,1997,47.4898,-122.127
1378000.0,5,3.5,5150,12230,2.0,3,10,1450,2007,47.6249,-122.09
389000.0,2,2.0,1340,4122,1.0,3,8,0,2007,47.7182,-122.022
780000.0,3,4.0,2080,2250,3.0,3,8,0,1997,47.6598,-122.355
340000.0,3,2.0,1130,9879,2.0,3,6,0,1996,47.635,-121.964
1008000.0,3,2.5,2240,41339,1.0,4,9,0,1945,47.6483,-122.163
366000.0,3,1.75,1680,6108,1.0,3,8,0,1989,47.4501,-122.208
385000.0,3,3.5,1370,1540,2.0,3,8,270,2006,47.5638,-122.388
430000.0,2,2.5,2420,60984,2.0,3,7,0,2007,47.5262,-121.943
1875000.0,4,3.25,3930,10929,2.0,3,10,0,2006,47.6259,-122.194
605000.0,3,2.25,1960,10139,2.0,3,8,0,1984,47.6481,-122.061
215000.0,3,1.0,1160,10384,1.0,4,6,0,1969,47.3634,-122.027
245000.0,2,1.5,690,1058,2.0,3,7,0,2005,47.6951,-122.343
964000.0,3,2.5,3630,9475,2.0,3,11,0,1999,47.6544,-122.085
2903000.0,5,2.5,3750,91681,2.0,3,10,0,1925,47.5379,-122.264
345000.0,2,1.0,1350,4494,1.0,3,7,430,1949,47.5315,-122.38
725000.0,3,1.0,1000,19969,1.0,3,7,0,1951,47.6745,-122.197
597500.0,4,3.0,1890,35280,1.0,3,9,380,1979,47.7112,-122.099
875000.0,5,3.0,2960,15152,2.0,3,9,0,2004,47.6689,-122.179
760369.0,5,2.5,2870,4712,2.0,3,9,0,2014,47.5463,-122.182
295000.0,3,2.5,2030,4867,2.0,3,7,0,2003,47.3747,-122.128
260000.0,3,2.25,1610,7423,2.0,4,7,0,1990,47.3713,-122.091
500000.0,4,2.25,1960,12436,2.0,3,8,0,1984,47.6276,-122.037
379500.0,3,2.25,1830,25641,2.0,3,8,0,1989,47.4786,-122.112
220000.0,3,1.0,820,5200,1.0,4,6,0,1977,47.363,-122.094
730000.0,4,2.5,3550,35689,2.0,4,9,0,1991,47.7503,-122.074
288000.0,3,2.25,1560,9706,1.0,4,7,0,1963,47.3191,-122.213
475000.0,3,2.5,2420,36862,1.0,4,8,890,1957,47.3264,-122.308
490000.0,3,1.5,1970,3400,1.5,4,8,550,1929,47.6163,-122.292
625000.0,3,2.25,1920,8412,1.0,3,8,460,1977,47.5578,-122.132
525000.0,3,2.75,2130,1400,2.0,3,9,1050,2010,47.5661,-122.29
402000.0,3,1.5,1450,7375,1.0,3,7,440,1968,47.7212,-122.179
277000.0,3,2.25,1610,11920,1.0,4,7,500,1968,47.3683,-122.279
960000.0,3,2.5,2010,6857,1.0,4,9,560,1955,47.6402,-122.314
579000.0,4,3.25,1900,2631,2.0,3,9,650,2014,47.5869,-122.311
270000.0,1,1.0,720,5196,1.0,3,7,0,1911,47.6928,-122.337
585000.0,4,2.5,2160,8158,1.0,4,8,500,1952,47.6948,-122.328
200000.0,5,1.75,1770,15525,1.0,4,7,0,1959,47.5025,-122.142
410500.0,4,2.5,3362,8601,2.0,3,8,0,2004,47.2592,-122.304
545000.0,5,2.5,2730,17240,1.0,5,7,1070,1958,47.7646,-122.267
237500.0,3,2.0,1350,8960,1.0,4,7,0,1986,47.3614,-122.045
334500.0,3,2.0,1700,8160,1.0,3,7,580,1961,47.74,-122.339
243000.0,3,1.75,1320,10416,1.0,3,7,0,1996,47.3902,-122.208
558000.0,2,1.75,1930,4601,1.0,3,8,0,2006,47.7196,-122.022
216000.0,3,1.0,1730,7950,1.0,4,7,550,1961,47.3644,-122.312
390000.0,4,2.5,2154,4153,2.0,3,9,0,2012,47.4557,-122.13
348500.0,2,2.25,1550,1824,2.0,3,8,0,2007,47.5396,-122.368
887200.0,3,1.0,1400,5100,1.5,3,7,0,1900,47.6677,-122.333
530000.0,3,1.75,1250,6041,1.5,5,7,0,1942,47.69,-122.304
230000.0,3,2.0,1440,5600,1.0,4,6,720,1942,47.4947,-122.185
875000.0,4,2.5,3230,256132,2.0,3,9,0,2006,47.6544,-121.998
415000.0,3,1.5,1360,1795,2.0,3,7,0,1945,47.6471,-122.397
746000.0,3,1.75,1910,12321,1.0,4,7,810,1952,47.5995,-122.198
751305.0,4,2.5,2660,8469,2.0,3,10,0,1994,47.5529,-122.12
424000.0,3,2.5,1820,7500,2.0,3,8,0,1985,47.7155,-122.104
218500.0,3,1.75,1390,9328,1.0,4,7,0,1987,47.2766,-122.146
210000.0,3,2.5,1610,6732,2.0,3,7,0,1994,47.3658,-122.172
647500.0,4,1.75,2060,26036,1.0,4,8,900,1947,47.4444,-122.351
215000.0,3,2.0,1340,8505,1.0,3,6,0,1931,47.4727,-122.297
270000.0,3,2.0,1350,6696,1.0,5,6,670,1944,47.4919,-122.187
390000.0,3,2.25,1490,4539,2.0,3,7,0,2009,47.7607,-122.233
189900.0,2,1.0,1000,4179,1.0,5,5,0,1914,47.297,-122.227
975000.0,4,2.5,3020,4950,1.5,4,9,1000,1921,47.6467,-122.304
599380.0,3,1.75,1270,7350,1.0,4,7,0,1967,47.6046,-122.168
750000.0,3,2.5,2400,7745,2.0,3,9,0,2001,47.6734,-122.173
339888.0,3,1.0,1040,7490,1.0,3,7,0,1969,47.7137,-122.213
279000.0,2,1.0,670,6300,1.0,5,6,0,1942,47.5161,-122.374
533250.0,4,1.75,1520,15398,1.0,4,7,150,1960,47.5265,-122.05
504200.0,2,1.5,1200,1687,3.0,3,8,0,2008,47.6491,-122.334
936000.0,7,3.75,5100,21802,2.0,3,10,1460,2001,47.595,-122.04
395350.0,2,1.0,1060,5754,1.0,4,6,0,1917,47.6931,-122.372
490000.0,4,2.5,2242,37451,2.0,3,8,0,1995,47.7443,-122.228
289571.0,3,1.5,1340,25160,1.0,3,7,0,1968,47.475,-122.111
314950.0,3,1.75,1520,9600,1.0,4,7,0,1967,47.473,-122.149
180000.0,4,1.5,1740,7292,1.0,3,7,720,1962,47.4787,-122.302
479000.0,3,1.0,1480,10094,1.0,4,7,0,1956,47.5942,-122.136
280000.0,3,1.0,1160,10881,1.0,2,7,240,1983,47.6339,-122.033
625000.0,4,2.25,2220,36085,2.0,3,9,0,1989,47.5839,-121.991
772500.0,4,2.5,3230,4290,2.0,3,9,0,2004,47.6874,-122.161
189000.0,2,2.0,1700,3171,1.0,5,5,850,1927,47.3025,-122.224
850000.0,3,3.5,2620,11148,2.0,4,9,560,1977,47.5845,-122.115
267000.0,3,1.0,1400,8100,1.5,3,6,0,1944,47.7124,-122.289
350000.0,4,2.5,2610,5866,2.0,3,8,0,2005,47.3441,-122.04
385000.0,3,1.5,1490,9630,1.0,4,8,0,1959,47.7623,-122.256
475000.0,3,1.75,1720,3825,1.5,3,7,0,1925,47.666,-122.327
335000.0,2,1.75,1270,1685,2.0,3,8,0,2012,47.5646,-122.295
261350.0,3,1.75,1390,18200,1.0,4,7,0,1962,47.3208,-122.337
497000.0,3,2.25,1630,3817,2.0,3,7,0,2005,47.5485,-121.999
229500.0,3,1.0,1230,6000,1.0,4,7,0,1967,47.3256,-122.209
3800000.0,3,4.25,5510,35000,2.0,3,13,600,1997,47.7296,-122.37
148000.0,2,1.0,630,4200,1.0,3,6,0,1930,47.5329,-122.348
400000.0,3,1.75,1470,6682,1.0,3,7,0,1987,47.7315,-122.226
625000.0,3,1.75,1660,4800,2.0,3,7,0,1906,47.6296,-122.308
223000.0,3,1.0,1220,71191,1.0,3,6,0,1952,47.3261,-122.353
638000.0,3,2.5,2170,5000,2.0,3,9,0,2003,47.5453,-121.996
345000.0,2,1.0,960,2700,1.0,3,6,180,1904,47.6013,-122.299
278500.0,4,1.0,1540,8400,1.0,3,7,770,1971,47.4278,-122.152
774000.0,4,2.75,2830,10240,2.0,4,9,0,1998,47.5903,-121.986
459000.0,4,2.0,2360,7080,1.0,5,6,1180,1925,47.5261,-122.376
725000.0,4,3.25,2610,2552,2.0,3,10,450,2008,47.5322,-122.076
364900.0,4,2.5,2490,9346,2.0,3,9,0,1996,47.3831,-122.147
807000.0,3,2.5,1940,4000,2.0,4,9,0,2000,47.659,-122.398
281000.0,2,1.0,930,2600,1.0,3,7,0,1981,47.7242,-122.161
435500.0,1,1.75,1020,4512,1.0,3,7,250,1937,47.6724,-122.266
260000.0,4,1.75,1650,7276,1.0,3,7,640,1977,47.7721,-122.206
649000.0,4,2.5,2730,4847,2.0,3,9,0,2008,47.549,-122.374
939000.0,4,2.25,2240,9684,2.0,4,9,0,1970,47.5489,-122.225
1211000.0,4,2.5,3430,35120,2.0,3,10,0,1984,47.6484,-122.182
453000.0,3,1.0,2160,11484,1.5,4,7,0,1968,47.7277,-122.185
105500.0,2,1.0,930,7740,1.0,1,5,0,1932,47.4611,-122.324
193000.0,3,1.5,1180,9048,1.0,3,7,0,1960,47.4327,-122.328
2147500.0,3,3.5,4660,5500,2.0,5,10,1620,1909,47.6465,-122.319
1200000.0,5,4.0,2710,2800,3.0,3,10,330,1974,47.6346,-122.364
195000.0,3,1.5,1190,8726,1.0,3,7,0,1956,47.4887,-122.343
865950.0,5,3.5,4890,12039,2.0,3,9,1300,2014,47.7338,-122.208
425000.0,3,2.25,1740,9682,1.0,5,8,0,1969,47.5138,-122.173
1250000.0,3,2.5,2710,13120,1.0,3,10,0,1959,47.6718,-122.256
277500.0,4,2.0,1700,12048,2.0,3,7,0,1990,47.3748,-122.186
423500.0,3,2.25,1890,7498,1.0,3,7,700,1987,47.73,-122.297
289950.0,3,2.5,1870,1436,2.0,3,7,0,2004,47.4899,-122.166
680000.0,4,2.5,2520,5000,2.0,3,9,0,2004,47.5524,-121.992
600000.0,3,1.75,1410,4080,1.0,4,7,410,1950,47.6808,-122.384
250000.0,5,1.75,2190,8250,1.0,3,7,1000,1963,47.4887,-122.223
495000.0,4,2.0,1720,5413,2.0,3,7,250,1938,47.6929,-122.321
651000.0,3,3.0,2260,1834,2.0,3,8,600,2002,47.6111,-122.308
630000.0,3,1.75,1540,6930,1.0,3,7,290,1944,47.6782,-122.278
619000.0,3,2.25,1650,946,3.0,3,8,0,2014,47.6536,-122.354
550000.0,3,1.75,1440,8957,1.0,4,7,0,1957,47.6008,-122.118
500000.0,4,2.25,2420,36680,2.0,4,8,0,1977,47.4663,-122.006
1570000.0,4,2.25,2890,18226,3.0,3,10,0,1984,47.5169,-122.209
540000.0,3,1.75,2050,9580,1.0,3,8,650,1984,47.6212,-122.038
679000.0,3,2.5,2770,9350,2.0,3,8,0,1957,47.5253,-122.201
235000.0,2,1.0,720,6321,1.0,3,6,0,1940,47.551,-122.289
883000.0,4,2.5,2800,6874,2.0,3,9,630,1990,47.6215,-122.29
335000.0,2,2.0,1380,5840,1.0,3,7,0,1988,47.7732,-122.172
432500.0,6,2.0,3080,5500,2.0,1,7,0,1900,47.6031,-122.296
180000.0,3,1.0,1000,18513,1.0,3,6,0,1940,47.5118,-122.348
570000.0,3,2.0,1930,10929,1.0,3,8,670,1964,47.7657,-122.272
450000.0,3,1.0,1540,9028,1.0,4,6,0,1968,47.6698,-122.177
259500.0,3,2.0,1330,35060,1.0,3,7,0,1989,47.3128,-122.13
436000.0,3,2.25,1480,1384,3.0,3,8,0,2008,47.691,-122.342
439000.0,4,2.25,2240,8300,2.0,3,8,0,1978,47.7746,-122.197
370000.0,4,2.5,2100,19680,1.5,3,6,0,1914,47.4787,-122.23
135000.0,1,1.0,790,13062,1.0,3,6,0,1942,47.4919,-122.311
825000.0,3,2.75,3040,24192,2.0,4,10,0,1987,47.7108,-122.225
2340000.0,4,2.5,4500,35200,1.0,3,13,0,1988,47.5477,-122.126
390000.0,3,1.75,2092,250905,1.0,3,7,0,1981,47.2664,-122.027
720000.0,4,2.5,2870,12648,2.0,4,9,0,1986,47.5632,-122.017
982000.0,4,2.5,2790,10289,2.0,3,9,0,1987,47.5483,-122.158
388000.0,3,1.75,1350,2325,3.0,3,7,0,1999,47.6965,-122.35
456000.0,5,2.75,2720,193406,1.0,4,7,1020,1968,47.2838,-122.121
889000.0,4,3.5,3210,5000,3.0,3,9,0,2014,47.5203,-122.393
308000.0,2,1.0,1680,9250,1.0,3,7,820,1969,47.7618,-122.162
654950.0,4,2.5,2790,45902,2.0,3,9,0,1987,47.7674,-122.086
410000.0,3,1.0,2710,19000,2.0,4,7,0,1950,47.4462,-122.359
480000.0,4,2.5,2180,9861,2.0,3,8,0,1997,47.4817,-121.802
460940.0,4,2.5,3202,4964,2.0,3,9,0,2014,47.3412,-122.179
350000.0,4,1.0,1170,8147,1.5,3,6,0,1959,47.7281,-122.289
725000.0,4,1.75,2350,7574,1.0,3,8,630,1979,47.5634,-122.087
275000.0,3,1.5,1410,9000,1.0,3,7,0,1953,47.7635,-122.35
392440.0,4,2.5,2547,4800,2.0,3,9,0,2014,47.2592,-122.194
547000.0,5,3.0,2200,103237,1.0,3,7,1040,1971,47.7726,-122.111
525000.0,4,2.5,3130,5795,2.0,3,9,0,2008,47.4997,-122.151
1070000.0,4,2.5,2740,5000,2.0,3,9,0,2012,47.674,-122.371
193000.0,2,1.0,950,9000,1.0,3,6,0,1924,47.5219,-122.361
246000.0,3,1.0,1400,7410,1.0,3,6,0,1944,47.4798,-122.343
686000.0,3,1.5,1840,9990,2.0,5,8,0,1961,47.7145,-122.369
400000.0,4,2.5,2350,3904,2.5,3,7,0,1999,47.5305,-122.351
615000.0,3,2.25,2300,8067,1.0,4,8,1000,1979,47.7091,-122.198
239950.0,3,2.25,1560,8280,2.0,4,7,0,1979,47.3393,-122.259
345000.0,3,1.75,1240,38095,1.0,3,7,0,1978,47.6522,-121.97
510000.0,3,1.75,1950,8325,1.0,4,7,0,1962,47.7685,-122.2
400000.0,2,1.0,920,5120,1.0,5,7,0,1952,47.5569,-122.394
320000.0,3,2.0,1420,1716,2.0,3,7,370,2003,47.7364,-122.295
439950.0,4,2.25,2460,14600,1.0,4,8,740,1977,47.3762,-122.16
295000.0,3,2.0,1810,10530,1.0,3,8,0,1991,47.1913,-122.012
1495000.0,4,3.25,3070,10375,2.0,3,10,890,1962,47.5862,-122.198
541000.0,3,1.75,1410,4080,1.5,4,7,0,1927,47.6695,-122.32
413000.0,4,3.5,2380,5809,2.0,4,7,630,1995,47.5536,-122.359
635000.0,4,1.75,2400,10050,1.0,5,8,0,1957,47.6339,-122.124
188200.0,3,1.0,1260,7265,1.0,4,7,0,1954,47.2979,-122.224
518000.0,4,2.5,2560,5672,2.0,3,8,0,2005,47.5222,-122.201
451101.0,2,1.5,1510,1962,2.0,4,8,0,1985,47.6214,-122.153
219950.0,3,1.0,1020,4960,1.5,3,6,100,1926,47.5328,-122.275
750000.0,4,2.75,2810,5497,2.0,3,9,0,2011,47.7081,-122.116
362000.0,3,1.75,1120,9730,1.0,3,7,0,1944,47.7372,-122.221
360000.0,4,2.25,2470,8686,1.0,4,7,1200,1974,47.4371,-122.166
1325000.0,4,4.0,4420,16526,2.0,3,11,0,2013,47.5914,-122.027
500000.0,4,1.5,1330,5750,1.5,3,7,0,1915,47.5681,-122.384
710000.0,4,2.5,2880,12349,2.0,3,10,0,1996,47.5879,-121.973
659000.0,3,1.5,1540,5040,2.0,3,8,0,1907,47.6138,-122.299
252000.0,3,1.75,1430,7700,1.0,4,7,450,1981,47.3993,-122.183
290000.0,4,2.75,2240,8162,2.0,5,7,860,1946,47.7427,-122.34
197500.0,3,1.0,980,3090,1.5,3,6,0,1903,47.5525,-122.277
430000.0,5,3.0,3880,8432,2.0,3,7,0,2004,47.4806,-122.176
273500.0,4,2.75,1300,9638,1.0,2,7,0,1983,47.3683,-122.109
240000.0,3,1.75,1100,7373,1.0,4,7,0,1968,47.3124,-122.183
425000.0,4,1.0,1480,8321,1.0,3,7,400,1953,47.7629,-122.318
385000.0,3,3.25,1320,1327,2.0,3,8,280,2008,47.6506,-122.383
720000.0,4,2.5,3340,8930,2.0,3,10,0,1999,47.535,-121.867
498688.0,3,2.5,1910,5600,2.0,3,8,0,1989,47.5752,-122.009
1275000.0,3,2.5,3870,46609,2.0,3,9,0,1997,47.5966,-122.112
511000.0,3,2.5,1820,4883,2.0,3,9,0,2005,47.7355,-122.224
550000.0,6,4.5,4520,40164,2.0,3,9,940,1953,47.407,-122.216
339000.0,3,1.0,1080,8100,1.0,4,7,0,1955,47.777,-122.307
237500.0,3,1.75,1480,7830,1.0,3,7,0,1980,47.1967,-121.998
315000.0,2,2.25,1240,705,2.0,3,7,90,2009,47.5321,-122.073
460000.0,3,2.25,2350,10450,1.0,3,8,960,1977,47.7433,-122.259
827500.0,3,2.5,1810,7200,1.0,5,7,500,1960,47.6885,-122.211
495000.0,4,2.5,3390,7870,2.0,3,8,0,2014,47.4536,-122.274
231750.0,3,1.0,1020,7615,1.0,3,7,0,1981,47.4292,-122.152
488000.0,3,2.5,1940,5660,2.0,3,8,0,2001,47.7511,-122.17
